course_ref,credits,final_grade,grade_status,source_id,student_ref,term_code
c-99ff8800158a,2.0,7.55,[B - ],v59-empty-program-students,s-8317f53e24f2,2022-2023-T1
c-3f3cdcb6ac69,2.0,6.56,[C+ - ],v59-empty-program-students,s-8317f53e24f2,2022-2023-T2
c-6a548efbf731,2.0,6.84,[C+ - ],v59-empty-program-students,s-8317f53e24f2,2022-2023-T2
c-7aafba2bac92,3.0,6.46,[C - ],v59-empty-program-students,s-8317f53e24f2,2022-2023-T2
c-c2b5f4429845,3.0,7.44,[B - ],v59-empty-program-students,s-8317f53e24f2,2022-2023-T2
c-14d8519cf046,3.0,5.54,[C - ],v59-empty-program-students,s-8324bb5673bc,2022-2023-T1
c-26074a931881,3.0,5.18,[D+ - ],v59-empty-program-students,s-8324bb5673bc,2022-2023-T1
c-30fc3952c87f,3.0,5.61,[C - ],v59-empty-program-students,s-8324bb5673bc,2022-2023-T1
c-672e4bc3d5f7,3.0,4.89,Không đạt,v59-empty-program-students,s-8324bb5673bc,2022-2023-T1
c-0d6d2bc93a3f,2.0,5.91,[C - ],v59-empty-program-students,s-8324bb5673bc,2022-2023-T2
c-686fbda1cc23,3.0,4.6,Không đạt,v59-empty-program-students,s-8324bb5673bc,2022-2023-T2
c-9d138f8984b0,3.0,4.44,Không đạt,v59-empty-program-students,s-8324bb5673bc,2022-2023-T2
c-ef2c1019b2d7,3.0,3.69,Không đạt,v59-empty-program-students,s-8324bb5673bc,2022-2023-T2
c-0472ac345813,2.0,7.47,[B - ],v59-empty-program-students,s-832e17794621,2022-2023-T1
c-0c81d79b07f5,3.0,7.11,[B - ],v59-empty-program-students,s-832e17794621,2022-2023-T1
c-6615a844c036,3.0,6.1,[C - ],v59-empty-program-students,s-832e17794621,2022-2023-T1
c-ed09ce4622fb,3.0,5.83,[C - ],v59-empty-program-students,s-832e17794621,2022-2023-T1
c-5414de573973,3.0,6.79,[C+ - ],v59-empty-program-students,s-832e17794621,2022-2023-T2
c-a6581c181cb2,3.0,6.37,[C - ],v59-empty-program-students,s-832e17794621,2022-2023-T2
c-b236304c46c6,2.0,6.49,[C - ],v59-empty-program-students,s-832e17794621,2022-2023-T2
c-d4a9ad3b7b6c,2.0,6.17,[C - ],v59-empty-program-students,s-832e17794621,2022-2023-T2
c-4094a336ea97,3.0,6.29,[C - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T1
c-6365d27adfa2,3.0,6.61,[C+ - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T1
c-7b4c05e2ce94,3.0,5.08,[D+ - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T1
c-a167d2ca6cfb,3.0,4.86,Không đạt,v59-empty-program-students,s-833c0ef64d32,2022-2023-T1
c-2de0f6299392,2.0,7.03,[B - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T2
c-a1cfa3a5ec36,3.0,7.12,[B - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T2
c-f151a54db4ca,3.0,6.83,[C+ - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T2
c-ffb95e0f63da,3.0,7.83,[B - ],v59-empty-program-students,s-833c0ef64d32,2022-2023-T2
c-06084971e82f,3.0,7.71,[B - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T1
c-b19a4cb23746,3.0,8.81,[A - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T1
c-c0c6ec4e8eac,3.0,7.34,[B - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T1
c-f966d028dcba,3.0,7.9,[B - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T1
c-3637d60d0623,3.0,5.81,[C - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T2
c-4c7e48f4b9a6,3.0,5.31,[D+ - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T2
c-864fc90113e4,3.0,6.65,[C+ - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T2
c-ea109fb50f6d,3.0,5.86,[C - ],v59-empty-program-students,s-83e27823c64d,2022-2023-T2
c-5a2a77ef458c,3.0,7.95,[B - ],v59-empty-program-students,s-842157a97c28,2022-2023-T1
c-ba75b0a39184,3.0,7.93,[B - ],v59-empty-program-students,s-842157a97c28,2022-2023-T1
c-c18c35757bcb,3.0,6.14,[C - ],v59-empty-program-students,s-842157a97c28,2022-2023-T1
c-caa7f5534c5b,2.0,7.14,[B - ],v59-empty-program-students,s-842157a97c28,2022-2023-T1
c-0d8c85b2aa55,3.0,7.53,[B - ],v59-empty-program-students,s-842157a97c28,2022-2023-T2
c-27d95fa61b99,3.0,8.24,[B+ - ],v59-empty-program-students,s-842157a97c28,2022-2023-T2
c-2d1f391c46ba,3.0,8.41,[B+ - ],v59-empty-program-students,s-842157a97c28,2022-2023-T2
c-86709a52fbe2,2.0,7.92,[B - ],v59-empty-program-students,s-842157a97c28,2022-2023-T2
c-6cacea705d8d,3.0,9.35,[A - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T1
c-8975a3dd0b75,2.0,7.8,[B - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T1
c-8be8e36e3583,2.0,8.53,[A - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T1
c-dd83522841ad,3.0,7.78,[B - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T1
c-08ad51735ff4,3.0,8.33,[B+ - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T2
c-430984afc761,3.0,7.75,[B - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T2
c-9e82c9a28590,3.0,9.4,[A - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T2
c-c1af50e0fc45,3.0,8.19,[B+ - ],v59-empty-program-students,s-845b2886c1d7,2022-2023-T2
c-0fcfabd3b0e8,3.0,4.63,Không đạt,v59-empty-program-students,s-84d663545615,2022-2023-T1
c-dbdcefc2827f,3.0,4.29,Không đạt,v59-empty-program-students,s-84d663545615,2022-2023-T1
c-e2de876d579d,3.0,5.53,[C - ],v59-empty-program-students,s-84d663545615,2022-2023-T1
c-e59b87385c15,3.0,6.43,[C - ],v59-empty-program-students,s-84d663545615,2022-2023-T1
c-0c06de6c0399,3.0,4.53,Không đạt,v59-empty-program-students,s-84d663545615,2022-2023-T2
c-2a8f220629b0,3.0,5.37,[D+ - ],v59-empty-program-students,s-84d663545615,2022-2023-T2
c-3319024da791,3.0,3.46,Không đạt,v59-empty-program-students,s-84d663545615,2022-2023-T2
c-664083a58bce,2.0,5.09,[D+ - ],v59-empty-program-students,s-84d663545615,2022-2023-T2
c-37545ac1e5e7,3.0,5.06,[D+ - ],v59-empty-program-students,s-856066818b10,2022-2023-T1
c-572e228881ea,3.0,4.65,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T1
c-be84a287233c,3.0,2.18,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T1
c-dfd73a7f635d,3.0,3.63,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T1
c-7cdce0a52a36,3.0,3.98,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T2
c-86a4e32efffb,2.0,3.26,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T2
c-c265e8f4a776,3.0,2.54,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T2
c-c8eb961a91bc,3.0,3.17,Không đạt,v59-empty-program-students,s-856066818b10,2022-2023-T2
c-590fb719e297,2.0,6.24,[C - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T1
c-6dd9d20c5180,3.0,7.43,[B - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T1
c-c7e5c9eeb56e,2.0,4.64,Không đạt,v59-empty-program-students,s-859419d0f7b0,2022-2023-T1
c-caff9773253d,3.0,7.08,[B - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T1
c-0a9fab408678,2.0,6.01,[C - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T2
c-8793c9b0c848,2.0,5.75,[C - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T2
c-c3fdc9e1411a,2.0,6.84,[C+ - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T2
c-fb29353d6409,3.0,6.33,[C - ],v59-empty-program-students,s-859419d0f7b0,2022-2023-T2
c-074a3042493f,3.0,8.4,[B+ - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T1
c-4aaf46853bc1,2.0,9.01,[A - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T1
c-4f5678ff3f8e,2.0,5.91,[C - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T1
c-acc9ff710b64,3.0,9.4,[A - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T1
c-23f95f9c8f13,3.0,6.94,[C+ - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T2
c-6ef77fd0df74,3.0,7.58,[B - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T2
c-7e3095d2f25c,2.0,5.99,[C - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T2
c-fc7261f9339b,3.0,6.15,[C - ],v59-empty-program-students,s-85afef2a6604,2022-2023-T2
c-323ef4eca742,3.0,5.44,[D+ - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T1
c-377e866c429b,2.0,7.0,[B - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T1
c-a6eb396a8c24,2.0,5.21,[D+ - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T1
c-e5e62c508fb2,3.0,4.86,Không đạt,v59-empty-program-students,s-86b200a95eee,2022-2023-T1
c-32f34adb592f,3.0,7.87,[B - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T2
c-40328e3be12d,3.0,6.34,[C - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T2
c-412274f97e62,3.0,7.71,[B - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T2
c-c571b336bfca,3.0,6.96,[C+ - ],v59-empty-program-students,s-86b200a95eee,2022-2023-T2
c-4279294157d2,3.0,6.98,[C+ - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T1
c-71e01327bc40,3.0,8.32,[B+ - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T1
c-95d7d5cb1c71,3.0,6.32,[C - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T1
c-99d78cec2559,3.0,7.75,[B - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T1
c-4bb595f575c0,3.0,7.29,[B - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T2
c-5ec6fa9c5867,2.0,6.72,[C+ - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T2
c-7f4575111b22,3.0,5.57,[C - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T2
c-b3f12c976682,3.0,6.44,[C - ],v59-empty-program-students,s-877e36c5dc3e,2022-2023-T2
c-016e34919c3f,3.0,5.56,[C - ],v59-empty-program-students,s-8858d49fe514,2022-2023-T1
c-44fead8bb03b,3.0,5.47,[D+ - ],v59-empty-program-students,s-8858d49fe514,2022-2023-T1
c-988cff33c0fb,3.0,4.36,Không đạt,v59-empty-program-students,s-8858d49fe514,2022-2023-T1
c-99cd04fd9b56,3.0,6.05,[C - ],v59-empty-program-students,s-8858d49fe514,2022-2023-T1
c-4e4b3407ef09,3.0,6.01,[C - ],v59-empty-program-students,s-8858d49fe514,2022-2023-T2
c-7c34f0aab3c5,3.0,4.98,Không đạt,v59-empty-program-students,s-8858d49fe514,2022-2023-T2
c-d2688d7fcdb8,3.0,4.72,Không đạt,v59-empty-program-students,s-8858d49fe514,2022-2023-T2
c-fcf5f05f3e84,2.0,5.42,[D+ - ],v59-empty-program-students,s-8858d49fe514,2022-2023-T2
c-01a7e0590a0b,3.0,7.25,[B - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T1
c-0bd0957059dc,3.0,6.32,[C - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T1
c-468c3c483d7f,3.0,6.15,[C - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T1
c-8e1503523612,2.0,5.43,[D+ - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T1
c-636e9b7e417c,3.0,7.8,[B - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T2
c-6bff7d75bdb8,3.0,5.92,[C - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T2
c-9a339b1fb222,2.0,5.27,[D+ - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T2
c-d81de8398e0f,2.0,7.18,[B - ],v59-empty-program-students,s-88b1e7b5fa2e,2022-2023-T2
c-2ffd26bd7855,2.0,7.9,[B - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T1
c-30532b508052,2.0,7.3,[B - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T1
c-4ba603877110,2.0,6.49,[C - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T1
c-57c351436673,2.0,6.83,[C+ - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T1
c-27d119a82f41,3.0,6.94,[C+ - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T2
c-9f76a3c196e6,3.0,6.53,[C+ - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T2
c-bc232d9845ab,3.0,6.51,[C+ - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T2
c-e36d5ba6024f,2.0,8.64,[A - ],v59-empty-program-students,s-89aa1593b6ef,2022-2023-T2
c-38e10bab0422,3.0,7.27,[B - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T1
c-66a0cd1c3838,2.0,5.31,[D+ - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T1
c-ec0faf8b8aff,2.0,6.29,[C - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T1
c-fad9e8f2fd2e,3.0,7.17,[B - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T1
c-1a8c8da3d89e,3.0,6.47,[C - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T2
c-4826371b4095,3.0,7.99,[B - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T2
c-6465d911acbb,3.0,6.91,[C+ - ],v59-empty-program-students,s-8a0d9b088e50,2022-2023-T2
c-7a3a5a4ba24c,3.0,3.49,Không đạt,v59-empty-program-students,s-8a0d9b088e50,2022-2023-T2
c-4d992b1f8252,3.0,7.16,[B - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T1
c-890888230087,3.0,9.03,[A - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T1
c-9f8f46b4b4c8,3.0,6.91,[C+ - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T1
c-a26a2c8a9aad,3.0,6.49,[C - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T1
c-59644a2f4d2f,2.0,6.65,[C+ - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T2
c-d6c6eb5a02cc,2.0,6.78,[C+ - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T2
c-efbf5f35a59d,3.0,7.33,[B - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T2
c-f1381d723913,3.0,5.86,[C - ],v59-empty-program-students,s-8a41aaed2322,2022-2023-T2
c-1e49d98674a5,3.0,8.32,[B+ - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T1
c-5e07d22c0d8f,3.0,6.61,[C+ - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T1
c-628b4b0b61d3,3.0,6.48,[C - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T1
c-6568d729a91a,3.0,6.38,[C - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T1
c-0db01162b5a5,3.0,6.45,[C - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T2
c-0eb0b7c2a2a2,3.0,6.1,[C - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T2
c-236947c38877,2.0,7.27,[B - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T2
c-8b36e8f24af0,3.0,5.02,[D+ - ],v59-empty-program-students,s-8a61009c7ece,2022-2023-T2
c-14c7f8183728,3.0,7.77,[B - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T1
c-4992118c17fa,2.0,7.58,[B - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T1
c-4d5d4e704523,3.0,7.84,[B - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T1
c-bcb4718b20c1,3.0,6.73,[C+ - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T1
c-2984336300ed,3.0,7.4,[B - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T2
c-2dfd88a805cb,3.0,8.69,[A - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T2
c-34c9897a8905,3.0,7.05,[B - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T2
c-6cbedce32d61,3.0,8.12,[B+ - ],v59-empty-program-students,s-8b04cf57b74f,2022-2023-T2
c-04971ddba802,3.0,7.67,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T1
c-090ffde87453,3.0,7.98,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T1
c-1ff2ccfb21d5,3.0,7.11,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T1
c-3db729a16d07,3.0,8.33,[B+ - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T1
c-0293f960f05c,3.0,7.14,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T2
c-2ce7ab35478f,3.0,7.41,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T2
c-37d32b8a7218,3.0,6.74,[C+ - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T2
c-868b55a0937e,3.0,7.63,[B - ],v59-empty-program-students,s-8b793713ef46,2022-2023-T2
c-16368dc322c1,3.0,5.57,[C - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T1
c-5b6d164d2cf9,3.0,6.97,[C+ - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T1
c-786a6c6ce1a8,3.0,7.26,[B - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T1
c-e0bf280c8b93,2.0,5.86,[C - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T1
c-505218568736,3.0,5.44,[D+ - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T2
c-e94f32f6957e,3.0,7.35,[B - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T2
c-ea316697e0c2,3.0,4.31,Không đạt,v59-empty-program-students,s-8ccae767d0a9,2022-2023-T2
c-ed9cab9bf7e1,3.0,6.42,[C - ],v59-empty-program-students,s-8ccae767d0a9,2022-2023-T2
c-37f809a3a9d1,3.0,5.82,[C - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T1
c-410d083a76ca,3.0,4.31,Không đạt,v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T1
c-a87e1d0d6f3e,2.0,6.66,[C+ - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T1
c-eebf0586747e,3.0,5.49,[D+ - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T1
c-13cef40e2d71,2.0,4.77,Không đạt,v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T2
c-693abe40d1a9,3.0,6.2,[C - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T2
c-c84f297cc1b9,3.0,5.48,[D+ - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T2
c-dbc68abbe8e0,3.0,7.55,[B - ],v59-empty-program-students,s-8e71e2d1cc3f,2022-2023-T2
c-2b9904863833,3.0,8.51,[A - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T1
c-31be5aacd1d0,3.0,7.23,[B - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T1
c-a893db852e68,3.0,7.98,[B - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T1
c-b97c249793bc,3.0,8.41,[B+ - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T1
c-3ddff00766c3,3.0,7.58,[B - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T2
c-6e60560af14b,3.0,8.55,[A - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T2
c-88cee99c9958,3.0,6.46,[C - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T2
c-a530faa1bbc5,3.0,7.7,[B - ],v59-empty-program-students,s-8f5bab86c776,2022-2023-T2
c-6185124682c3,3.0,6.69,[C+ - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T1
c-758dcc3f3d42,3.0,7.72,[B - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T1
c-8564833f6344,3.0,6.84,[C+ - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T1
c-ae9fc22cfa7d,3.0,6.16,[C - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T1
c-282ccb830a0e,2.0,6.77,[C+ - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T2
c-4fb9979ed77b,3.0,6.38,[C - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T2
c-67218629ac81,3.0,8.43,[B+ - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T2
c-b17a578ea9ba,3.0,6.13,[C - ],v59-empty-program-students,s-8ff1f6c40adb,2022-2023-T2
c-a3791c8a6592,2.0,7.2,[B - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T1
c-df28188207ee,3.0,7.73,[B - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T1
c-df6138cbe51a,3.0,6.27,[C - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T1
c-f32f266efcd7,2.0,7.5,[B - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T1
c-66df7163d978,3.0,6.22,[C - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T2
c-7a5e2eb94bd3,3.0,6.98,[C+ - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T2
c-7d244bcef978,3.0,6.85,[C+ - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T2
c-8fd506f0be04,3.0,6.47,[C - ],v59-empty-program-students,s-8ffb86208b2f,2022-2023-T2
c-6775176ceb06,2.0,3.4,Không đạt,v59-empty-program-students,s-907be94a7e4a,2022-2023-T1
c-9565163e907b,3.0,6.13,[C - ],v59-empty-program-students,s-907be94a7e4a,2022-2023-T1
c-a5adf39c1e07,3.0,5.62,[C - ],v59-empty-program-students,s-907be94a7e4a,2022-2023-T1
c-e5eb4a4cdc0a,2.0,2.99,Không đạt,v59-empty-program-students,s-907be94a7e4a,2022-2023-T1
c-034e28784904,2.0,4.81,Không đạt,v59-empty-program-students,s-907be94a7e4a,2022-2023-T2
c-43ba1a0287d2,2.0,5.55,[C - ],v59-empty-program-students,s-907be94a7e4a,2022-2023-T2
c-6d693b27722b,3.0,7.21,[B - ],v59-empty-program-students,s-907be94a7e4a,2022-2023-T2
c-e8de65130637,3.0,7.09,[B - ],v59-empty-program-students,s-907be94a7e4a,2022-2023-T2
c-61c9d7c0d238,3.0,4.4,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T1
c-7f6ab8145138,3.0,2.63,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T1
c-a15f0a374f36,3.0,5.47,[D+ - ],v59-empty-program-students,s-9084f4487a97,2022-2023-T1
c-b2a8eefaa509,3.0,3.65,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T1
c-194d81d00c72,3.0,4.31,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T2
c-5e23dd8f1a4c,3.0,4.39,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T2
c-661766fe3fbf,3.0,4.72,Không đạt,v59-empty-program-students,s-9084f4487a97,2022-2023-T2
c-7e56a5c87b0c,2.0,5.8,[C - ],v59-empty-program-students,s-9084f4487a97,2022-2023-T2
c-0a3642c85522,3.0,7.69,[B - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T1
c-1679155e0b92,3.0,6.62,[C+ - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T1
c-2db2aea63040,3.0,8.01,[B+ - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T1
c-f21d14194635,3.0,8.78,[A - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T1
c-41635011777c,3.0,8.67,[A - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T2
c-7da2f4a503fe,3.0,8.51,[A - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T2
c-dc35076504d2,3.0,9.4,[A - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T2
c-e5688bc2d9e6,3.0,6.49,[C - ],v59-empty-program-students,s-90b1ba4e698e,2022-2023-T2
c-3fb7d55593bd,2.0,8.01,[B+ - ],v59-empty-program-students,s-91073552e467,2022-2023-T1
c-5812aa13b5f9,3.0,7.8,[B - ],v59-empty-program-students,s-91073552e467,2022-2023-T1
c-6a738b95e675,2.0,9.39,[A - ],v59-empty-program-students,s-91073552e467,2022-2023-T1
c-fe218a08b3bf,3.0,9.4,[A - ],v59-empty-program-students,s-91073552e467,2022-2023-T1
c-884ea3367204,3.0,6.93,[C+ - ],v59-empty-program-students,s-91073552e467,2022-2023-T2
c-b6f111f125cc,2.0,8.44,[B+ - ],v59-empty-program-students,s-91073552e467,2022-2023-T2
c-c1785f050dd3,3.0,7.28,[B - ],v59-empty-program-students,s-91073552e467,2022-2023-T2
c-d81b16958aef,2.0,8.68,[A - ],v59-empty-program-students,s-91073552e467,2022-2023-T2
c-63aceca88597,3.0,4.98,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T1
c-9b04b0cb55a4,3.0,4.23,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T1
c-d376b11b45b5,3.0,5.25,[D+ - ],v59-empty-program-students,s-9227c753b487,2022-2023-T1
c-ee7cfb532f40,2.0,4.87,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T1
c-0b44a913f236,3.0,4.08,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T2
c-28dcdd245e53,3.0,2.19,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T2
c-ceabb9fc884d,3.0,3.92,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T2
c-df064fb02773,2.0,4.62,Không đạt,v59-empty-program-students,s-9227c753b487,2022-2023-T2
c-13604248ee40,3.0,8.25,[B+ - ],v59-empty-program-students,s-92525e325855,2022-2023-T1
c-5fbb4372d27a,3.0,6.35,[C - ],v59-empty-program-students,s-92525e325855,2022-2023-T1
c-93b893bd5fba,3.0,7.1,[B - ],v59-empty-program-students,s-92525e325855,2022-2023-T1
c-d205df11fb48,3.0,7.79,[B - ],v59-empty-program-students,s-92525e325855,2022-2023-T1
c-2717a0c5e84d,3.0,7.14,[B - ],v59-empty-program-students,s-92525e325855,2022-2023-T2
c-44c0dd5e9d32,3.0,6.6,[C+ - ],v59-empty-program-students,s-92525e325855,2022-2023-T2
c-48ea8c836508,3.0,7.45,[B - ],v59-empty-program-students,s-92525e325855,2022-2023-T2
c-b1306ee871d8,3.0,7.31,[B - ],v59-empty-program-students,s-92525e325855,2022-2023-T2
c-6b54e5316e78,3.0,3.86,Không đạt,v59-empty-program-students,s-927a623e4616,2022-2023-T1
c-ae90c73ba6d6,2.0,4.51,Không đạt,v59-empty-program-students,s-927a623e4616,2022-2023-T1
c-c5bf53896ddd,3.0,4.5,Không đạt,v59-empty-program-students,s-927a623e4616,2022-2023-T1
